1000,2,10,0,0.1,32.9412,0,31.7647,956.444:702.607:0,909.417:698.084:0
1000,2,10,0,0.1,32.9412,1,34.1176,909.417:698.084:0,956.444:702.607:0
1000,4,10,0,0.1,8.23529,0,0,956.444:702.607:0,548.935:621.091:0
1000,4,10,0,0.1,8.23529,1,32.9412,909.417:698.084:0,956.444:702.607:0
1000,4,10,0,0.1,8.23529,2,0,548.935:621.091:0,956.444:702.607:0
1000,4,10,0,0.1,8.23529,3,0,548.058:895.889:0,909.417:698.084:0
1000,16,10,0,0.1,3.82353,0,0,956.444:702.607:0,41.7598:316.002:0
1000,16,10,0,0.1,3.82353,1,0,909.417:698.084:0,266.532:145.315:0
1000,16,10,0,0.1,3.82353,2,0,548.935:621.091:0,266.532:145.315:0
1000,16,10,0,0.1,3.82353,3,0,548.058:895.889:0,909.417:698.084:0
1000,16,10,0,0.1,3.82353,4,0,853.902:510.163:0,153.552:851.685:0
1000,16,10,0,0.1,3.82353,5,0,614.422:152.72:0,266.532:145.315:0
1000,16,10,0,0.1,3.82353,6,0,460.268:135.665:0,956.444:702.607:0
1000,16,10,0,0.1,3.82353,7,0,118.554:207.518:0,909.417:698.084:0
1000,16,10,0,0.1,3.82353,8,0,266.532:145.315:0,956.444:702.607:0
1000,16,10,0,0.1,3.82353,9,0,600.709:130.913:0,41.7598:316.002:0
1000,16,10,0,0.1,3.82353,10,0,41.7598:316.002:0,853.902:510.163:0
1000,16,10,0,0.1,3.82353,11,0,218.982:589.898:0,909.417:698.084:0
1000,16,10,0,0.1,3.82353,12,29.4118,153.552:851.685:0,218.982:589.898:0
1000,16,10,0,0.1,3.82353,13,0,535.727:226.118:0,41.7598:316.002:0
1000,16,10,0,0.1,3.82353,14,0,252.415:144.059:0,600.709:130.913:0
1000,16,10,0,0.1,3.82353,15,31.7647,145.058:308.362:0,266.532:145.315:0
1000,256,10,0,0.1,0.206801,0,0,956.444:702.607:0,44.2955:784.982:0
1000,256,10,0,0.1,0.206801,1,0,909.417:698.084:0,827.808:248.267:0
1000,256,10,0,0.1,0.206801,2,0,548.935:621.091:0,217.304:381.272:0
1000,256,10,0,0.1,0.206801,3,0,548.058:895.889:0,602.904:559.305:0
