1000,2,10,0,0.1,32.9412
1000,4,10,0,0.1,8.23529
1000,16,10,0,0.1,3.82353
1000,256,10,0,0.1,0.206801
1000,2,10,0,0.25,32.6291
1000,4,10,0,0.25,8.33333
1000,16,10,0,0.25,3.96127
1000,256,10,0,0.25,0.242077
1000,2,10,0,0.5,32.904
1000,4,10,0,0.5,8.43091
1000,16,10,0,0.5,4.05445
1000,256,10,0,0.5,0.270785
1000,2,10,0,0.9,10.2731
1000,4,10,0,0.9,7.93238
1000,16,10,0,0.9,3.95806
1000,256,10,0,0.9,0.198614
1000,2,10,1,0.1,98.8235
1000,4,10,1,0.1,18.8235
1000,16,10,1,0.1,11.6176
1000,256,10,1,0.1,0.119485
1000,2,10,1,0.25,99.2958
1000,4,10,1,0.25,24.8826
1000,16,10,1,0.25,6.77817
1000,256,10,1,0.25,0.045848
1000,2,10,1,0.5,99.7658
1000,4,10,1,0.5,22.7752
1000,16,10,1,0.5,5.91335
1000,256,10,1,0.5,0.0539739
1000,2,10,1,0.9,99.87
1000,4,10,1,0.9,23.6346
1000,16,10,1,0.9,2.86899
1000,256,10,1,0.9,0.00660354
1000,2,100,0,0.1,32.9412
1000,4,100,0,0.1,17.3529
1000,16,100,0,0.1,3.60294
1000,256,100,0,0.1,0
1000,2,100,0,0.25,32.6291
1000,4,100,0,0.25,17.4883
1000,16,100,0,0.25,3.8439
1000,256,100,0,0.25,0
1000,2,100,0,0.5,32.904
1000,4,100,0,0.5,17.8571
1000,16,100,0,0.5,3.98126
1000,256,100,0,0.5,0.224129
1000,2,100,0,0.9,10.2731
1000,4,100,0,0.9,16.2874
1000,16,100,0,0.9,3.94993
1000,256,100,0,0.9,0.168136
1000,2,100,1,0.1,98.8235
1000,4,100,1,0.1,74.1176
1000,16,100,1,0.1,19.5588
1000,256,100,1,0.1,0.868566
1000,2,100,1,0.25,99.2958
1000,4,100,1,0.25,75.2347
1000,16,100,1,0.25,23.8263
1000,256,100,1,0.25,0.414466
1000,2,100,1,0.5,99.7658
1000,4,100,1,0.5,75.644
1000,16,100,1,0.5,16.4813
1000,256,100,1,0.5,0.289081
1000,2,100,1,0.9,99.87
1000,4,100,1,0.9,55.2341
1000,16,100,1,0.9,10.3544
1000,256,100,1,0.9,0.306811
1000,2,500,0,0.1,32.9412
1000,4,500,0,0.1,17.3529
1000,16,500,0,0.1,3.60294
1000,256,500,0,0.1,0
1000,2,500,0,0.25,32.6291
1000,4,500,0,0.25,17.4883
1000,16,500,0,0.25,3.8439
1000,256,500,0,0.25,0
1000,2,500,0,0.5,32.904
1000,4,500,0,0.5,17.8571
1000,16,500,0,0.5,3.98126
1000,256,500,0,0.5,0.224129
1000,2,500,0,0.9,10.2731
1000,4,500,0,0.9,16.2874
1000,16,500,0,0.9,3.94993
1000,256,500,0,0.9,0.168136
1000,2,500,1,0.1,98.8235
1000,4,500,1,0.1,74.1176
1000,16,500,1,0.1,19.3382
1000,256,500,1,0.1,0.735294
1000,2,500,1,0.25,99.2958
1000,4,500,1,0.25,75.2347
1000,16,500,1,0.25,23.8263
1000,256,500,1,0.25,0.575851
1000,2,500,1,0.5,99.7658
1000,4,500,1,0.5,75.644
1000,16,500,1,0.5,16.4813
1000,256,500,1,0.5,0.314696
1000,2,500,1,0.9,99.87
1000,4,500,1,0.9,55.2341
1000,16,500,1,0.9,10.3544
1000,256,500,1,0.9,0.31697
